0
         1267159 function calls (1249907 primitive calls) in 1.599 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      312    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      126    0.000    0.000    0.000    0.000 expr.py:168(<genexpr>)
      291    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       33    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       44    0.000    0.000    0.001    0.000 typing.py:760(__getitem_inner__)
       68    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.001    0.001 config_init.py:11(<module>)
        6    0.000    0.000    0.003    0.000 common.py:1(<module>)
      109    0.000    0.000    0.002    0.000 deprecation.py:226(finalize)
       10    0.000    0.000    0.002    0.000 pyparsing.py:3124(__init__)
     1583    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
    67/59    0.000    0.000    0.004    0.000 module.py:72(get_parent_for_object)
        1    0.000    0.000    0.000    0.000 cm.py:1(<module>)
      432    0.000    0.000    0.000    0.000 _decorators.py:323(__init__)
      895    0.000    0.000    0.000    0.000 rcsetup.py:192(validator)
       67    0.000    0.000    0.000    0.000 pyparsing.py:4425(__init__)
        1    0.000    0.000    0.002    0.002 expr.py:2(<module>)
      359    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
     12/3    0.000    0.000    0.066    0.022 importer.py:121(load_module)
      888    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
      958    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
      144    0.000    0.000    0.004    0.000 rcsetup.py:72(f)
        2    0.000    0.000    0.000    0.000 __init__.py:873(<dictcomp>)
      549    0.000    0.000    0.001    0.000 typing.py:351(<genexpr>)
        1    0.000    0.000    0.017    0.017 pyparsing.py:96(<module>)
      436    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
    63/11    0.000    0.000    0.002    0.000 pyparsing.py:4032(parseImpl)
      218    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
      130    0.000    0.000    0.000    0.000 pyplot.py:1702(<genexpr>)
        1    0.000    0.000    0.010    0.010 _axes.py:97(Axes)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
      803    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
      218    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      306    0.000    0.000    0.000    0.000 rcsetup.py:123(validate_bool)
        1    0.000    0.000    0.003    0.003 series.py:122(Series)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        1    0.000    0.000    0.002    0.002 GLib.py:22(<module>)
      109    0.000    0.000    0.003    0.000 docstring.py:195(_generate_doc_dispatch)
        1    0.000    0.000    0.012    0.012 core.py:188(read_style_directory)
     1319    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3605(get_distribution_names)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
      516    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       34    0.000    0.000    0.003    0.000 __init__.py:737(_arith_method_FRAME)
      410    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
       14    0.000    0.000    0.003    0.000 enum.py:389(_create_)
        6    0.000    0.000    0.000    0.000 compressed.py:138(check_format)
      252    0.000    0.000    0.000    0.000 fromnumeric.py:54(_wrapfunc)
      670    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       33    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
       79    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
        9    0.000    0.000    0.258    0.029 __init__.py:3(<module>)
        1    0.000    0.000    0.004    0.004 codata.py:51(<module>)
      142    0.000    0.000    0.000    0.000 _internal.py:840(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.004    0.004 format.py:4(<module>)
        1    0.000    0.000    0.061    0.061 frame.py:10(<module>)
        3    0.000    0.000    0.000    0.000 expr.py:250(disallowed)
       46    0.000    0.000    0.000    0.000 colors.py:879(__init__)
      543    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      120    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       91    0.000    0.000    0.000    0.000 inspect.py:525(_findclass)
      339    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        4    0.000    0.000    0.009    0.002 base.py:1(<module>)
      449    0.000    0.000    0.000    0.000 {method 'get_namespace' of 'gi.BaseInfo' objects}
     56/9    0.000    0.000    0.003    0.000 pyparsing.py:3881(leaveWhitespace)
      720    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      312    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
      233    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)
       98    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      128    0.000    0.000    0.000    0.000 inspect.py:2551(__str__)
      491    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
      159    0.000    0.000    0.000    0.000 expr.py:230(_node_not_implemented)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3952(copy)
        1    0.000    0.000    0.026    0.026 rcsetup.py:15(<module>)
       53    0.000    0.000    0.000    0.000 core.py:892(__init__)
        1    0.000    0.000    0.064    0.064 __init__.py:106(<module>)
      155    0.000    0.000    0.000    0.000 __init__.py:220(deprecated_attr)
      158    0.000    0.000    0.004    0.000 types.py:252(mro)
      9/2    0.000    0.000    0.093    0.047 pyplot.py:182(switch_backend)
       87    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
       64    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
        2    0.000    0.000    0.031    0.016 generic.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base.py:177(Index)
        1    0.000    0.000    0.001    0.001 interval.py:120(IntervalArray)
      155    0.000    0.000    0.000    0.000 __init__.py:51(__init__)
       27    0.000    0.000    0.000    0.000 pathlib.py:517(_select_from)
       65    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       74    0.000    0.000    0.002    0.000 abc.py:125(__new__)
        3    0.000    0.000    0.009    0.003 datetimes.py:1(<module>)
       67    0.000    0.000    0.000    0.000 types.py:79(_setup_vfuncs)
      432    0.000    0.000    0.000    0.000 colors.py:225(<genexpr>)
      172    0.000    0.000    0.000    0.000 colors.py:506(__init__)
        6    0.000    0.000    0.003    0.001 patches.py:1781(<listcomp>)
      803    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
       33    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        1    0.000    0.000    0.001    0.001 interval.py:154(IntervalIndex)
        1    0.000    0.000    0.003    0.003 mathtext.py:2822(<listcomp>)
      219    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
      312    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
        5    0.000    0.000    0.000    0.000 {built-in method gi._gi.flags_register_new_gtype_and_add}
        8    0.000    0.000    0.001    0.000 __init__.py:1870(_define_aliases)
      417    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       91    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
        1    0.000    0.000    0.000    0.000 stata.py:715(StataMissingValue)
       72    0.000    0.000    0.000    0.000 __init__.py:1890(make_alias)
      382    0.000    0.000    0.001    0.000 numeric.py:469(asarray)
    54/22    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      263    0.000    0.000    0.000    0.000 pyparsing.py:545(__new__)
       15    0.000    0.000    0.001    0.000 argparse.py:1337(add_argument)
      252    0.000    0.000    0.008    0.000 polyint.py:579(__call__)
        1    0.000    0.000    0.001    0.001 lapack.py:656(<module>)
       10    0.000    0.000    0.001    0.000 inspect.py:1089(getfullargspec)
        1    0.000    0.000    0.006    0.006 cm.py:52(_gen_cmap_d)
       55    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
      297    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 array.py:195(SparseArray)
       11    0.000    0.000    0.001    0.000 decorator.py:95(__init__)
       22    0.000    0.000    0.000    0.000 {method 'get_methods' of 'gi.UnionInfo' objects}
        1    0.000    0.000    0.000    0.000 colors.py:96(<dictcomp>)
      252    0.000    0.000    0.001    0.000 fromnumeric.py:1694(nonzero)
      375    0.000    0.000    0.000    0.000 _distn_infrastructure.py:44(instancemethod)
       82    0.000    0.000    0.005    0.000 docstring.py:113(dedent_interpd)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4669(parseImpl)
      252    0.000    0.000    0.000    0.000 polyint.py:94(_finish_y)
       16    0.000    0.000    0.001    0.000 accessor.py:63(_add_delegate_accessors)
        1    0.000    0.000    0.041    0.041 __init__.py:101(<module>)
       63    0.000    0.000    0.000    0.000 colors.py:843(<dictcomp>)
     33/5    0.000    0.000    0.000    0.000 pyparsing.py:3912(streamline)
      104    0.000    0.000    0.000    0.000 typing.py:199(_check_generic)
       62    0.000    0.000    0.000    0.000 __init__.py:246(_get_opstr)
       92    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       27    0.000    0.000    0.006    0.000 pyparsing.py:3278(__init__)
       39    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        1    0.000    0.000    0.002    0.002 _multivariate.py:4(<module>)
        1    0.000    0.000    0.003    0.003 nonlin.py:106(<module>)
       27    0.000    0.000    0.015    0.001 __init__.py:969(rc_params_from_file)
      254    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2854(__init__)
       49    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.003    0.003 __init__.py:628(<module>)
       21    0.000    0.000    0.000    0.000 dtypes.py:75(find)
      486    0.000    0.000    0.000    0.000 typing.py:655(__eq__)
     1386    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       11    0.000    0.000    0.001    0.000 decorator.py:169(make)
       21    0.000    0.000    0.000    0.000 enum.py:474(_find_new_)
       64    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1283(_trim_arity)
        1    0.000    0.000    0.001    0.001 tokenize.py:21(<module>)
      283    0.000    0.000    0.000    0.000 {built-in method numpy.can_cast}
      436    0.000    0.000    0.000    0.000 {method 'get_type' of 'gi.ArgInfo' objects}
      285    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
        6    0.000    0.000    0.158    0.026 api.py:3(<module>)
      317    0.000    0.000    0.000    0.000 overrides.py:111(array_function_dispatch)
        1    0.000    0.000    0.005    0.005 __init__.py:317(<module>)
      233    0.000    0.000    0.001    0.000 typing.py:629(<genexpr>)
        1    0.000    0.000    0.172    0.172 stats.py:162(<module>)
       67    0.000    0.000    0.000    0.000 types.py:57(_setup_class_methods)
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_sum_duplicates}
      116    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
        1    0.000    0.000    0.001    0.001 optimize.py:17(<module>)
       16    0.000    0.000    0.000    0.000 sputils.py:121(get_index_dtype)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1751(<dictcomp>)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3954(<listcomp>)
        6    0.000    0.000    0.001    0.000 getlimits.py:37(__init__)
     1531    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        3    0.000    0.000    0.005    0.002 categorical.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method gi._gi.flags_add}
       98    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 construction.py:4(<module>)
  170/152    0.000    0.000    0.005    0.000 __init__.py:31(__getattr__)
        1    0.000    0.000    0.000    0.000 cast.py:1(<module>)
        1    0.000    0.000    0.635    0.635 linear_paralpha.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method gi._gi.enum_register_new_gtype_and_add}
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
       42    0.000    0.000    0.000    0.000 transforms.py:1231(__init_subclass__)
        1    0.000    0.000    0.002    0.002 random.py:38(<module>)
      431    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
        1    0.000    0.000    0.009    0.009 pyparsing.py:6381(pyparsing_common)
        1    0.000    0.000    0.000    0.000 timedeltas.py:49(TimedeltaIndex)
        1    0.000    0.000    0.003    0.003 Gio.py:21(<module>)
      366    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.003    0.003 socket.py:47(<module>)
        1    0.000    0.000    0.001    0.001 getlimits.py:96(_register_known_types)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3354(__str__)
        4    0.000    0.000    0.417    0.104 __init__.py:2(<module>)
      501    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 numerictypes.py:81(<module>)
       64    0.000    0.000    0.001    0.000 contextlib.py:107(__enter__)
        1    0.000    0.000    0.001    0.001 _testing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scale.py:8(<module>)
      158    0.000    0.000    0.000    0.000 rcsetup.py:62(__call__)
      6/2    0.000    0.000    0.003    0.001 compressed.py:30(__init__)
      144    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
        2    0.000    0.000    0.012    0.006 _base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 integer.py:1(<module>)
        1    0.000    0.000    0.010    0.010 __init__.py:189(<module>)
      252    0.000    0.000    0.000    0.000 core.py:6199(isMaskedArray)
      691    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7f0e704a88c0}
      212    0.000    0.000    0.000    0.000 __init__.py:28(set_function_name)
      364    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       33    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
       60    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
